claim,source_url,source_domain,article_title,risk_score,risk_category,has_factcheck,factcheck_rating,factcheck_source,source_type,checked_at
Zu noch laufenden Ermittlungen finden sich keine Informationen,https://correctiv.org/hybride-kriegsfuehrung/2026/05/29/ein-unerklaerter-krieg-polen-als-testgebiet-russischer-operationen-gegen-den-westen/,correctiv.org,Ein unerklärter Krieg: Polen als Testgebiet russischer Operationen,0.1,LOW,False,,,factcheck,2026-05-30T03:34:24.802133
[DEBUNKED] Kriegsschiff beschädigt: Erneut Sabotageverdacht bei der Marine,https://correctiv.org/hybride-kriegsfuehrung/2026/05/29/kriegsschiff-beschaedigt-erneut-sabotageverdacht-bei-der-marine/,correctiv.org,Kriegsschiff beschädigt: Erneut Sabotageverdacht bei der Marine,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-05-30T03:34:25.404549
[DEBUNKED] Meeresspiegel steigt in Sydney – Fotovergleich sagt nichts aus,https://correctiv.org/faktencheck/2026/05/29/meeresspiegel-steigt-auch-in-sydney-fotovergleich-sagt-nichts-aus/,correctiv.org,Meeresspiegel steigt in Sydney – Fotovergleich sagt nichts aus,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-05-30T03:34:26.102102
[DEBUNKED] KI-Stimme von Friedrich Merz verkündet erfundene Mindestlohn-Kürzung,https://correctiv.org/faktencheck/2026/05/29/ki-stimme-von-friedrich-merz-verkuendet-erfundene-mindestlohn-kuerzung-auf-tiktok/,correctiv.org,KI-Stimme von Friedrich Merz verkündet erfundene Mindestlohn-Kürzung,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-05-30T03:34:26.770238
"[DEBUNKED] Nein, es gibt keinen 3.500-Hektar-Solarpark bei Cottbus",https://correctiv.org/faktencheck/2026/05/28/cottbus-angeblichen-3500-hektar-solarpark-gibt-es-nicht/,correctiv.org,"Nein, es gibt keinen 3.500-Hektar-Solarpark bei Cottbus",0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-05-30T03:34:27.467507
[DEBUNKED] Klimawandel: Warum bisheriges Worst-Case-Szenario inzwischen unplausibel ist,https://correctiv.org/faktencheck/hintergrund/2026/05/28/klimawandel-warum-das-worst-case-szenario-abgeschwaecht-wurde/,correctiv.org,Klimawandel: Warum bisheriges Worst-Case-Szenario inzwischen unplausibel ist,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-05-30T03:34:28.863638
[DEBUNKED] Tiktok-Video zu angeblichem Ikea-Vorfall vermischt KI und alte Aufnahmen,https://correctiv.org/faktencheck/aus-der-community/2026/05/28/kein-echter-vorfall-bei-ikea-tiktok-video-ist-mischung-aus-ki-und-alten-aufnahmen/,correctiv.org,Tiktok-Video zu angeblichem Ikea-Vorfall vermischt KI und alte Aufnahmen,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-05-30T03:34:29.532601
[DEBUNKED] Illegale Deponie in Gelsenkirchen: „Natürlich sind das giftige Abfälle“ - correctiv.org,https://correctiv.org/umweltverbrechen-in-nrw/2026/05/28/illegale-deponie-in-gelsenkirchen-natuerlich-sind-das-gefaehrliche-abfaelle/,correctiv.org,Illegale Deponie in Gelsenkirchen: „Natürlich sind das giftige Abfälle“ - correctiv.org,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-05-30T03:34:30.229297
[DEBUNKED] Care-Arbeitstage ohne Ende? - correctiv.org,https://correctiv.org/aktuelles/politik-2/2026/05/27/care-arbeitstage-ohne-ende/,correctiv.org,Care-Arbeitstage ohne Ende? - correctiv.org,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-05-30T03:34:30.830825
Jeder Konferenztag beginnt mit einer gemeinsamen Auftaktveranstaltung,https://correctiv.org/in-eigener-sache/2026/05/26/perfekte-pitches-ki-und-pressefreiheit-in-bewegten-zeiten-ausblick-auf-die-correctiv-lokal-konferenz-2026/,correctiv.org,"Perfekte Pitches, KI und Pressefreiheit in bewegten Zeiten: Ausblick auf die CORRECTIV.Lokal Konfere",0,LOW,False,,,factcheck,2026-05-30T03:34:31.479241
"Erste Programm-Highlights veröffentlicht Die ersten bestätigten Beiträge verbinden investigative Praxis, wissenschaftliche Perspektiven und konkrete Werkzeuge für den Redaktionsalltag",https://correctiv.org/in-eigener-sache/2026/05/26/perfekte-pitches-ki-und-pressefreiheit-in-bewegten-zeiten-ausblick-auf-die-correctiv-lokal-konferenz-2026/,correctiv.org,"Perfekte Pitches, KI und Pressefreiheit in bewegten Zeiten: Ausblick auf die CORRECTIV.Lokal Konfere",0,LOW,False,,,factcheck,2026-05-30T03:34:31.609441
"Das Papier wird für 7,50 Euro im Online-Shop und auf der Webseite zum Herunterladen angeboten",https://correctiv.org/aktuelles/neue-rechte/2026/05/26/rechte-cancel-culture-gegen-cdu-broschuere/,correctiv.org,Rechte Cancel-Culture gegen CDU-Broschüre - correctiv.org,0,LOW,False,,,factcheck,2026-05-30T03:34:32.398412
Darin wird die AfD als „keine Alternative“ bezeichnet,https://correctiv.org/aktuelles/neue-rechte/2026/05/26/rechte-cancel-culture-gegen-cdu-broschuere/,correctiv.org,Rechte Cancel-Culture gegen CDU-Broschüre - correctiv.org,0.1,LOW,False,,,factcheck,2026-05-30T03:34:32.491852
"Und entsprechend sollen alle Menschen, die diesem völkischen Ideal der AfD nicht entsprechen, keinen Platz in unserem Land haben",https://correctiv.org/aktuelles/neue-rechte/2026/05/26/rechte-cancel-culture-gegen-cdu-broschuere/,correctiv.org,Rechte Cancel-Culture gegen CDU-Broschüre - correctiv.org,0.1,LOW,False,,,factcheck,2026-05-30T03:34:32.581742
[DEBUNKED] Keine Hantavirus-Einsatz: Foto zeigt Marineübung im Jahr 2025,https://correctiv.org/faktencheck/2026/05/22/kein-hantavirus-einsatz-foto-zeigt-marineuebung-im-jahr-2025/,correctiv.org,Keine Hantavirus-Einsatz: Foto zeigt Marineübung im Jahr 2025,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-05-30T03:34:33.278689
"Diese Warnung hört man immer mal wieder, sie soll sogar von Albert Einstein sein",https://correctiv.org/faktencheck/2026/05/22/geruechtekiller-sterben-menschen-unweigerlich-aus-wenn-bienen-aussterben/,correctiv.org,"Gerüchtekiller: Stirbt die Menschheit unweigerlich aus, wenn Bienen aussterben?",0.1,LOW,False,,,factcheck,2026-05-30T03:34:34.042893
"Sterben die Menschen wirklich aus, wenn Bienen keine Pflanzen mehr bestäuben",https://correctiv.org/faktencheck/2026/05/22/geruechtekiller-sterben-menschen-unweigerlich-aus-wenn-bienen-aussterben/,correctiv.org,"Gerüchtekiller: Stirbt die Menschheit unweigerlich aus, wenn Bienen aussterben?",0.1,LOW,False,,,factcheck,2026-05-30T03:34:34.136261
Basisnahrungsmittel brauchen keine tierische Bestäubung Die einfache Antwort: Nein,https://correctiv.org/faktencheck/2026/05/22/geruechtekiller-sterben-menschen-unweigerlich-aus-wenn-bienen-aussterben/,correctiv.org,"Gerüchtekiller: Stirbt die Menschheit unweigerlich aus, wenn Bienen aussterben?",0.1,LOW,False,,,factcheck,2026-05-30T03:34:34.267784
Dafür gibt es jedoch keine Belege – das Zitat geht mutmaßlich auf eine unseriöse Webseite zurück,https://correctiv.org/faktencheck/2026/05/22/china-und-usa-profile-sammeln-mit-angeblichem-xi-jinping-zitat-zu-donaltrump-klicks/,correctiv.org,Mit angeblichem Xi-Jinping-Zitat zu Trump werden Klicks gesammelt,0.1,LOW,False,,,factcheck,2026-05-30T03:34:35.061615
"Das Zitat kursiert seit Sommer 2025, es finden sich aber keine seriösen Quellen dafür",https://correctiv.org/faktencheck/2026/05/22/china-und-usa-profile-sammeln-mit-angeblichem-xi-jinping-zitat-zu-donaltrump-klicks/,correctiv.org,Mit angeblichem Xi-Jinping-Zitat zu Trump werden Klicks gesammelt,0.1,LOW,False,,,factcheck,2026-05-30T03:34:35.153128
"Fakt ist: Es gibt keine Belege dafür, dass das Zitat so öffentlich gefallen ist und eine China-Expertin ordnet ein, warum der Satz auch nicht zu chinesischen Narrativen passt",https://correctiv.org/faktencheck/2026/05/22/china-und-usa-profile-sammeln-mit-angeblichem-xi-jinping-zitat-zu-donaltrump-klicks/,correctiv.org,Mit angeblichem Xi-Jinping-Zitat zu Trump werden Klicks gesammelt,0.1,LOW,False,,,factcheck,2026-05-30T03:34:35.245301
[DEBUNKED] Pädophilen-Symbole auf Windeln? Faktencheck deckt Fake-News auf,https://www.mimikama.org/paedophilen-symbole-auf-windeln/,www.mimikama.org,Pädophilen-Symbole auf Windeln? Faktencheck deckt Fake-News auf,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-05-30T03:34:35.325824
[DEBUNKED] Putin ruft Ostdeutsche zum Umsturz? Video entlarvt Fälschung!,https://www.mimikama.org/hat-putin-ostdeutsche-zum-umsturz-aufgerufen/,www.mimikama.org,Putin ruft Ostdeutsche zum Umsturz? Video entlarvt Fälschung!,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-05-30T03:34:35.406795
[DEBUNKED] Trump-Haarbilder: Echte Fotos oder manipulierte Fälschungen?,https://www.mimikama.org/sind-diese-trump-haarbilder-echt/,www.mimikama.org,Trump-Haarbilder: Echte Fotos oder manipulierte Fälschungen?,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-05-30T03:34:35.501681
[DEBUNKED] FIFA-WM 2026: Riesiges Betrugsnetz entdeckt?,https://www.mimikama.org/fifa-wm-2026-riesiges-betrugsnetz-entdeckt/,www.mimikama.org,FIFA-WM 2026: Riesiges Betrugsnetz entdeckt?,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-05-30T03:34:35.580874
[DEBUNKED] Hat Merz die UN-Feindstaatenklausel aktiviert?,https://www.mimikama.org/merz-un-feindstaatenklausel-aktiviert/,www.mimikama.org,Hat Merz die UN-Feindstaatenklausel aktiviert?,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-05-30T03:34:35.664344
[DEBUNKED] Abzocke mit Mitgefühl: Die Mitleidsmasche,https://www.mimikama.org/abzocke-mit-mitgefuehl-mitleidsmasche/,www.mimikama.org,Abzocke mit Mitgefühl: Die Mitleidsmasche,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-05-30T03:34:35.757857
[DEBUNKED] Sterben mehr Menschen an der Masernimpfung als an Masern?,https://www.mimikama.org/todesfaelle-masern-impfung/,www.mimikama.org,Sterben mehr Menschen an der Masernimpfung als an Masern?,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-05-30T03:34:35.840930
[DEBUNKED] Warum Screenshots von Hilferufen problematisch sind,https://www.mimikama.org/alte-hilferuf-screenshots-teilen/,www.mimikama.org,Warum Screenshots von Hilferufen problematisch sind,0.9,HIGH,True,FALSE - Debunked by fact-checkers,www.mimikama.org,factcheck,2026-05-30T03:34:35.921433
