claim,source_url,source_domain,article_title,risk_score,risk_category,has_factcheck,factcheck_rating,factcheck_source,source_type,checked_at
"“Nearly 100% of our cost base is under inflation,” Pandey said, noting that the intensity varies anywhere from 20 to 50% across categories",https://www.livemint.com/companies/company-results/bajaj-consumer-q4-results-almond-drops-hair-oil-inflation-india-bajaj-consumer-share-price-11776481395721.html,livemint.com,Bajaj Consumer doubles down on growth brands with  ₹500 crore target | Company Business News,0.1,LOW,False,,,unknown,2026-04-18T07:11:23.388026
"65 crore, while Ebitda surged 135% to ₹77 crore, translating into a consolidated Ebitda margin of 23",https://www.livemint.com/companies/company-results/bajaj-consumer-q4-results-almond-drops-hair-oil-inflation-india-bajaj-consumer-share-price-11776481395721.html,livemint.com,Bajaj Consumer doubles down on growth brands with  ₹500 crore target | Company Business News,0,LOW,False,,,unknown,2026-04-18T07:11:23.600326
"The stock has rallied over 170% in the past year on the National Stock Exchange (NSE), significantly outperforming the broader market, which rose just over 2% during the same period",https://www.livemint.com/companies/company-results/bajaj-consumer-q4-results-almond-drops-hair-oil-inflation-india-bajaj-consumer-share-price-11776481395721.html,livemint.com,Bajaj Consumer doubles down on growth brands with  ₹500 crore target | Company Business News,0,LOW,False,,,unknown,2026-04-18T07:11:23.798355
Millions of women and girls are affected by TFGBV every year with research suggesting that up to 60% of women around the world have experienced this type of gendered abuse,https://www.theguardian.com/global-development/2026/apr/18/online-abuse-women-democracy-laws,theguardian.com,Online abuse is silencing women on a staggering scale – it’s a democratic crisis | Sharon Kechula | ,0,LOW,False,,,unknown,2026-04-18T07:11:26.178983
Hier sind noch einmal alle Cartoons der Woche im Überblick,https://correctiv.org/aktuelles/gesellschaft-2/2026/04/17/cartoon-arena-die-debatte-zu-sexualisierter-gewalt-gegen-frauen/,correctiv.org,Cartoon-Arena: Die Debatte zu sexualisierter digitaler Gewalt gegen Frauen - correctiv.org,0.1,LOW,False,,,factcheck,2026-04-18T07:11:29.751357
90 12051 Berlin Fax: +49 (0) 30 – 555 780 2 20 Büro Berlin Singerstraße 109 10179 Berlin Buchladen Essen Akazienallee 10 45127 Essen Online-Shop Jugendredaktion Salon5 Alle Standorte CORRECTIV,https://correctiv.org/aktuelles/gesellschaft-2/2026/04/17/cartoon-arena-die-debatte-zu-sexualisierter-gewalt-gegen-frauen/,correctiv.org,Cartoon-Arena: Die Debatte zu sexualisierter digitaler Gewalt gegen Frauen - correctiv.org,0.1,LOW,False,,,factcheck,2026-04-18T07:11:29.952947
"[DEBUNKED] Spritpreise, Entlastung: Wie viel kommt bei den Bürgern an?",https://correctiv.org/aktuelles/politik-2/2026/04/15/spritpreise-entlastung-wie-viel-kommt-bei-den-buergern-an/,correctiv.org,"Spritpreise, Entlastung: Wie viel kommt bei den Bürgern an?",0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-04-18T07:11:32.031584
"[DEBUNKED] Polizeiliche Kriminalstatistik: Was sie sagt, und was nicht",https://correctiv.org/faktencheck/hintergrund/2026/04/15/polizeiliche-kriminalstatistik-faktencheck/,correctiv.org,"Polizeiliche Kriminalstatistik: Was sie sagt, und was nicht",0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-04-18T07:11:33.122333
Laut dem nicht rechtskräftigen Urteil des Landgerichts Berlin müsste CORRECTIV zwei Formulierungen in der Recherche „Geheimplan gegen Deutschland“ ändern,https://correctiv.org/in-eigener-sache/2026/04/15/martin-sellner-die-afd-und-der-rechtsstreit-um-voelkische-tarnbegriffe/,correctiv.org,"Martin Sellner, die AfD und der Rechtsstreit um völkische Tarnbegriffe - correctiv.org",0.05,LOW,False,,,factcheck,2026-04-18T07:11:34.265335
Im Hintergrund werden alle Verfahren von der Kanzlei Höcker geführt,https://correctiv.org/in-eigener-sache/2026/04/15/martin-sellner-die-afd-und-der-rechtsstreit-um-voelkische-tarnbegriffe/,correctiv.org,"Martin Sellner, die AfD und der Rechtsstreit um völkische Tarnbegriffe - correctiv.org",0.1,LOW,False,,,factcheck,2026-04-18T07:11:34.478166
So hat das Landgericht Hamburg erst im Dezember 2025 in einem in Teilen identischen Streitkomplex die Einordnung von CORRECTIV zur „Remigration“ in zwei Verfahren ausdrücklich als zulässige Wertung bestätigt,https://correctiv.org/in-eigener-sache/2026/04/15/martin-sellner-die-afd-und-der-rechtsstreit-um-voelkische-tarnbegriffe/,correctiv.org,"Martin Sellner, die AfD und der Rechtsstreit um völkische Tarnbegriffe - correctiv.org",0,LOW,False,,,factcheck,2026-04-18T07:11:34.678031
[DEBUNKED] Hochradioaktiver Atommüll benötigt mehr Platz als Kristina Schröder behauptet - correctiv.org,https://correctiv.org/faktencheck/aus-der-community/2026/04/14/hochradioaktiver-atommuell-benoetigt-mehr-platz-als-kristina-schroeder-behauptet/,correctiv.org,Hochradioaktiver Atommüll benötigt mehr Platz als Kristina Schröder behauptet - correctiv.org,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-04-18T07:11:35.635705
"In Umfragen liegt die AfD in Sachsen-Anhalt bei 38 Prozent, deutlich vor der CDU mit gut 25 Prozent",https://correctiv.org/aktuelles/afd/2026/04/13/remigration-als-leitmotiv-was-die-afd-in-sachsen-anhalt-plant/,correctiv.org,„Remigration“ als Leitmotiv: Was die AfD in Sachsen-Anhalt plant,0,LOW,False,,,factcheck,2026-04-18T07:11:36.920010
"Spitzenkandidat Ulrich Siegmund forderte mehr Unterstützung, die Partei brauche „45 Prozent plus X“ Prozent",https://correctiv.org/aktuelles/afd/2026/04/13/remigration-als-leitmotiv-was-die-afd-in-sachsen-anhalt-plant/,correctiv.org,„Remigration“ als Leitmotiv: Was die AfD in Sachsen-Anhalt plant,0,LOW,False,,,factcheck,2026-04-18T07:11:37.121376
"Für eine Alleinregierung der AfD könnten auch weniger als 50 Prozent der Stimmen reichen, sollten Grüne, FDP und BSW mit ihrem Einzug in den Landtag an der Fünf-Prozent-Hürde scheitern",https://correctiv.org/aktuelles/afd/2026/04/13/remigration-als-leitmotiv-was-die-afd-in-sachsen-anhalt-plant/,correctiv.org,„Remigration“ als Leitmotiv: Was die AfD in Sachsen-Anhalt plant,0.1,LOW,False,,,factcheck,2026-04-18T07:11:37.318795
[DEBUNKED] Ungarn hat nicht alle Verträge mit der EU gekündigt,https://correctiv.org/faktencheck/2026/04/13/nein-ungarn-hat-nicht-alle-vertraege-mit-der-eu-gekuendigt/,correctiv.org,Ungarn hat nicht alle Verträge mit der EU gekündigt,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-04-18T07:11:38.434018
"Darunter finden sich Kosmetikartikel wie Duschgels oder Körperlotionen, die auch jahrelang nach dem offiziellen Verbot im Umlauf sind – zumindest auf Online-Plattformen",https://correctiv.org/aktuelles/wirtschaft/2026/04/14/in-der-schoenheitsfalle-giftige-kosmetik/,correctiv.org,In der Schönheitsfalle: Giftige Kosmetik - correctiv.org,0,LOW,False,,,factcheck,2026-04-18T07:11:39.755974
"[DEBUNKED] Nein, Ungarn ist den Brics-Staaten nicht beigetreten",https://correctiv.org/faktencheck/2026/04/10/nein-ungarn-ist-den-brics-staaten-nicht-beigetreten/,correctiv.org,"Nein, Ungarn ist den Brics-Staaten nicht beigetreten",0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-04-18T07:11:41.791318
[DEBUNKED] Kein neues Gesetz: Schimmel führt nicht zur Einstellung der Miete - correctiv.org,https://correctiv.org/faktencheck/aus-der-community/2026/04/09/kein-neues-gesetz-schimmel-fuehrt-nicht-zur-einstellung-der-miete/,correctiv.org,Kein neues Gesetz: Schimmel führt nicht zur Einstellung der Miete - correctiv.org,0.9,HIGH,True,FALSE - Debunked by fact-checkers,correctiv.org,factcheck,2026-04-18T07:11:44.613875
"Screenshot Jeder Blick in den Spiegel wird zur Bewertung, jeder Millimeter des Gesichts zu einem Datenpunkt",https://www.volksverpetzer.de/analyse/looksmaxxing-tiktok-nazi/,www.volksverpetzer.de,Looksmaxxing – Macht dieser TikTok-Trend dein Kind zum Nazi? - Volksverpetzer,0,LOW,False,,,factcheck,2026-04-18T07:11:46.513784
"Wissenschaftliche Belege gibt es dafür zwar keine, trotzdem scheint das nur die wenigsten abzuschrecken",https://www.volksverpetzer.de/analyse/looksmaxxing-tiktok-nazi/,www.volksverpetzer.de,Looksmaxxing – Macht dieser TikTok-Trend dein Kind zum Nazi? - Volksverpetzer,0.1,LOW,False,,,factcheck,2026-04-18T07:11:46.740940
In beiden Ländern träumt die AfD seit Monaten angesichts von Umfragewerten von deutlich über 30 bis zu 40 Prozent von der Regierung und sieht die Wahlen in Baden-Württemberg und Rheinland-Pfalz als gutes Vorzeichen,https://www.volksverpetzer.de/analyse/afd-osten-keiner-merkt-es/,www.volksverpetzer.de,Die AfD verliert alle Wahlen im Osten – und keiner bekommt es mit - Volksverpetzer,0,LOW,False,,,factcheck,2026-04-18T07:11:48.211212
